omega_ash,alpha_mu,loglike,chi2,aic,bic
0.008,0.095,115.04572519102229,3.61661472494085,-214.09145038204457,-195.99001136571405
0.022,0.035,115.04526505950267,3.617534987980104,-214.09053011900534,-195.98909110267482
0.02,0.105,115.0436847790512,3.6206955488830257,-214.0873695581024,-195.9859305417719
0.023,0.035,115.04097479077782,3.6261155254298085,-214.08194958155565,-195.98051056522513
0.021,0.035,115.03264661913144,3.642771868722526,-214.06529323826288,-195.96385422193237
0.015,0.105,115.02504321781845,3.6579786713485065,-214.0500864356369,-195.94864741930638
0.024,0.035,115.01975237839596,3.6685603501934794,-214.03950475679193,-195.9380657404614
0.026000000000000002,0.1,115.01891574317816,3.6702336206291237,-214.0378314863563,-195.9363924700258
0.032,0.045,115.01719562011829,3.6736738667488735,-214.03439124023657,-195.93295222390606
0.005,0.075,115.0110880988415,3.685888909302415,-214.022176197683,-195.92073718135248
0.01,0.1,115.00947533638129,3.6891144342228688,-214.01895067276257,-195.91751165643205
0.02,0.035,115.00314286867595,3.7017793696335537,-214.0062857373519,-195.90484672102139
0.014,0.04,114.99832807007743,3.7114089668305654,-213.99665614015487,-195.89521712382435
0.009000000000000001,0.05,114.99763268992922,3.7127997271269706,-213.99526537985844,-195.89382636352792
0.021,0.105,114.99674647027945,3.714572166426526,-213.9934929405589,-195.89205392422838
0.029,0.095,114.99288907297822,3.7222869610289977,-213.98577814595643,-195.88433912962591
0.031,0.09,114.99089276659655,3.7262795737923207,-213.9817855331931,-195.88034651686257
0.011,0.045,114.9879370649335,3.7321909771184347,-213.975874129867,-195.8744351135365
0.035,0.065,114.98544179862722,3.7371815097310135,-213.97088359725444,-195.86944458092393
0.025,0.035,114.98157435218323,3.7449164026189656,-213.96314870436646,-195.86170968803594
0.005,0.08,114.98110076100627,3.7458635849728736,-213.96220152201255,-195.86076250568203
0.03,0.04,114.97470802224237,3.758649062500721,-213.94941604448474,-195.84797702815422
0.014,0.105,114.97081149460129,3.76644211778285,-213.94162298920259,-195.84018397287207
0.005,0.07,114.96688564136554,3.7742938242543427,-213.93377128273107,-195.83233226640056
0.019,0.035,114.95677717166177,3.794510763661863,-213.91355434332354,-195.81211532699302
0.035,0.06,114.9550687890603,3.797927528864813,-213.9101375781206,-195.8086985617901
0.035,0.07,114.94058807441903,3.8268889581473995,-213.88117614883805,-195.77973713250753
0.022,0.105,114.93286471929505,3.8423356683953434,-213.8657294385901,-195.7642904222596
0.026000000000000002,0.035,114.92641720628941,3.8552306944065924,-213.85283441257883,-195.7513953962483
0.006,0.09,114.9207418937738,3.866581319437851,-213.8414837875476,-195.74004477121707
0.006,0.06,114.9077536035565,3.8925578998724104,-213.815507207113,-195.71406819078248
0.013000000000000001,0.105,114.89979953974785,3.9084660274897223,-213.7995990794957,-195.69816006316518
0.018000000000000002,0.035,114.89357285619192,3.9209193946015715,-213.78714571238385,-195.68570669605333
0.034,0.05,114.8926016010198,3.9228619049458393,-213.7852032020396,-195.6837641857091
0.007,0.055,114.88629805384679,3.935468999291844,-213.77259610769357,-195.67115709136306
0.034,0.08,114.88507968215552,3.9379057426743977,-213.77015936431104,-195.66872034798052
0.005,0.085,114.87727194171705,3.9535212235513035,-213.7545438834341,-195.6531048671036
0.027,0.1,114.8755198262362,3.9570254545130283,-213.7510396524724,-195.64960063614188
0.033,0.085,114.86898753856431,3.9700900298567836,-213.73797507712862,-195.6365360607981
0.009000000000000001,0.1,114.86608917868992,3.975886749605618,-213.73217835737984,-195.63073934104932
0.007,0.095,114.86357498737067,3.980915132244096,-213.72714997474134,-195.62571095841082
0.013000000000000001,0.04,114.8566388770299,3.994787352925636,-213.7132777540598,-195.61183873772927
0.027,0.035,114.85425739912446,3.9995503087365063,-213.70851479824893,-195.6070757819184
0.023,0.105,114.85201606855759,4.004032969870277,-213.70403213711518,-195.60259312078466
0.035,0.055,114.84910825986546,4.00984858725452,-213.69821651973092,-195.5967775034004
0.005,0.065,114.84814159779194,4.011781911401563,-213.69628319558387,-195.59484417925336
0.033,0.045,114.8316362228559,4.04479266127364,-213.6632724457118,-195.5618334293813
0.031,0.04,114.82887183251887,4.05032144194767,-213.65774366503774,-195.55630464870723
0.035,0.075,114.82086480403831,4.066335498908815,-213.64172960807662,-195.5402905917461
0.017,0.035,114.81355321500962,4.080958676966206,-213.62710643001924,-195.52566741368872
0.012,0.105,114.81203052806586,4.084004050853681,-213.62406105613172,-195.5226220398012
0.03,0.095,114.80373822948496,4.100588648015524,-213.60747645896993,-195.5060374426394
0.01,0.045,114.80156522025368,4.104934666478044,-213.60313044050736,-195.50169142417684
0.008,0.05,114.78336861828942,4.1413278704066165,-213.56673723657883,-195.46529822024831
0.032,0.09,114.77297874387301,4.162107619239403,-213.54595748774602,-195.4445184714155
0.028,0.035,114.76507135329402,4.177922400397399,-213.53014270658804,-195.42870369025752
0.004,0.075,114.75746708362644,4.19313093973258,-213.51493416725287,-195.41349515092236
0.024,0.105,114.75417702490111,4.199711057183231,-213.50835404980222,-195.4069150334717
0.004,0.08,114.73289072852899,4.242283649927476,-213.46578145705797,-195.36434244072746
0.036000000000000004,0.065,114.72632038373555,4.255424339514327,-213.4526407674711,-195.3512017511406
0.016,0.035,114.71674150556126,4.274582095862899,-213.43348301112252,-195.332043994792
0.028,0.1,114.71504339741787,4.277978312149689,-213.43008679483574,-195.32864777850523
0.004,0.07,114.70786443353785,4.292336239909706,-213.4157288670757,-195.31428985074518
0.011,0.105,114.70752759930411,4.293009908377174,-213.41505519860823,-195.3136161822777
0.008,0.1,114.70604244927861,4.295980208428197,-213.41208489855723,-195.3106458822267
0.036000000000000004,0.06,114.70145416420476,4.305156778575913,-213.40290832840952,-195.301469312079
0.005,0.09,114.69994652760283,4.308172051779772,-213.39989305520567,-195.29845403887515
0.012,0.04,114.69824620892192,4.311572689141576,-213.39649241784383,-195.29505340151331
0.036000000000000004,0.07,114.6759487933715,4.356167520242415,-213.351897586743,-195.2504585704125
0.035,0.05,114.66719577404825,4.3736735588889495,-213.3343915480965,-195.232952531766
0.032,0.04,114.66591057555547,4.376243955874499,-213.33182115111094,-195.23038213478043
0.006,0.095,114.66481429182735,4.378436523330697,-213.3296285836547,-195.2281895673242
0.029,0.035,114.65883545553609,4.390394195913219,-213.31767091107218,-195.21623189474167
0.005,0.06,114.65450064975707,4.399063807471311,-213.30900129951414,-195.20756228318362
0.006,0.055,114.64422837929158,4.419608348402265,-213.28845675858315,-195.18701774225264
0.025,0.105,114.63932405947017,4.429416988045084,-213.27864811894034,-195.17720910260982
0.004,0.085,114.63448362149316,4.439097863999126,-213.26896724298632,-195.1675282266558
0.034,0.045,114.62890002542431,4.450265056136795,-213.25780005084863,-195.1563610345181
0.035,0.08,114.62662562873115,4.454813849523117,-213.2532512574623,-195.15181224113178
0.034,0.085,114.62222124340292,4.463622620179611,-213.24444248680584,-195.14300347047532
0.015,0.035,114.60316095005922,4.501743206866998,-213.20632190011844,-195.10488288378792
0.036000000000000004,0.055,114.60098928550948,4.506086535966445,-213.20197857101897,-195.10053955468845
0.009000000000000001,0.045,114.59855497587807,4.510955155229276,-213.19710995175615,-195.09567093542563
0.031,0.095,114.59743998089223,4.513185145200981,-213.19487996178447,-195.09344094545395
0.01,0.105,114.58631385821397,4.535437390557478,-213.17262771642794,-195.07118870009742
0.004,0.065,114.5837310486987,4.540603009588031,-213.1674620973974,-195.06602308106687
0.007,0.05,114.5525080081319,4.603049090721665,-213.1050160162638,-195.00357699993327
0.036000000000000004,0.075,114.55069664349196,4.606671820001498,-213.10139328698392,-194.9999542706534
0.017,0.11,114.54912677426805,4.609811558449336,-213.0982535485361,-194.99681453220558
0.018000000000000002,0.11,114.54734999156545,4.613365123854499,-213.0946999831309,-194.9932609668004
0.033,0.09,114.53787395820203,4.632317190581365,-213.07574791640405,-194.97430890007354
0.029,0.1,114.53746278871265,4.633139529560125,-213.0749255774253,-194.97348656109477
0.03,0.035,114.53552605665647,4.637012993672474,-213.07105211331293,-194.9696130969824
0.016,0.11,114.53404941578162,4.639966275422165,-213.06809883156325,-194.96665981523273
0.007,0.1,114.52935814414329,4.649348818698872,-213.05871628828658,-194.95727727195606
0.019,0.11,114.52869574781369,4.650673611358048,-213.05739149562737,-194.95595247929685
0.011,0.04,114.5231731517602,4.661718803465025,-213.0463463035204,-194.9449072871899
0.026000000000000002,0.105,114.50743360765654,4.6931978916723756,-213.01486721531307,-194.91342819898256
0.015,0.11,114.50214120065132,4.703782705682778,-213.00428240130265,-194.90284338497213
0.02,0.11,114.49314068777451,4.721783731436428,-212.98628137554903,-194.8848423592185
0.003,0.075,114.48732063055965,4.733423845866117,-212.9746412611193,-194.87320224478879
0.023,0.03,114.4865915723108,4.734881962363817,-212.9731831446216,-194.87174412829108
0.033,0.04,114.48580048976774,4.736464127449967,-212.97160097953548,-194.87016196320496
0.022,0.03,114.48549675838134,4.7370715902227225,-212.9709935167627,-194.86955450043217
0.014,0.035,114.47283473554458,4.762395635896265,-212.94566947108916,-194.84423045475864
0.024,0.03,114.4707583633377,4.766548380310036,-212.9415167266754,-194.84007771034487
0.003,0.08,114.46815116820238,4.771762770580681,-212.93630233640476,-194.83486332007425
0.021,0.03,114.46749735195587,4.773070403073681,-212.93499470391174,-194.83355568758122
0.004,0.09,114.46259058914183,4.782883928701755,-212.92518117828365,-194.82374216195313
0.014,0.11,114.4534253781695,4.801214350646414,-212.906850756339,-194.80541174000848
0.037,0.065,114.44993374565493,4.808197615675574,-212.89986749130986,-194.79842847497935
0.005,0.095,114.4494660268401,4.809133053305206,-212.8989320536802,-194.79749303734968
0.009000000000000001,0.105,114.44841237461182,4.811240357761765,-212.89682474922364,-194.79538573289312
0.021,0.11,114.44066142076838,4.826742265448665,-212.88132284153676,-194.77988382520624
0.025,0.03,114.43797366544797,4.83211777608948,-212.87594733089594,-194.77450831456542
0.02,0.03,114.43261674789713,4.842831611191165,-212.86523349579426,-194.76379447946374
0.003,0.07,114.43232187272577,4.843421361533915,-212.86464374545153,-194.76320472912101
0.037,0.06,114.43057852401512,4.846908058955176,-212.86115704803024,-194.75971803169972
0.036000000000000004,0.05,114.42456124658909,4.8589426138072636,-212.84912249317819,-194.74768347684767
0.035,0.045,114.40896318956013,4.890138727865168,-212.81792637912025,-194.71648736278974
0.031,0.035,114.39511947146474,4.917826164055934,-212.79023894292948,-194.68879992659896
0.037,0.07,114.39404007595726,4.919984955070905,-212.78808015191453,-194.686641135584
0.026000000000000002,0.03,114.38821397695673,4.9316371530719465,-212.77642795391347,-194.67498893758295
0.013000000000000001,0.11,114.38792516243913,4.932214782107147,-212.77585032487826,-194.67441130854775
0.005,0.055,114.38560389970303,4.936857307579395,-212.77120779940606,-194.66976878307554
0.004,0.06,114.38471167258848,4.938641761808488,-212.76942334517696,-194.66798432884644
0.019,0.03,114.3808783055872,4.946308495811038,-212.7617566111744,-194.6603175948439
0.008,0.045,114.3789293173106,4.950206472364216,-212.7578586346212,-194.65641961829067
0.003,0.085,114.37516167832112,4.957741750343205,-212.75032335664224,-194.64888434031172
0.032,0.095,114.37397055523829,4.960123996508837,-212.74794111047657,-194.64650209414606
0.022,0.11,114.37123452061132,4.965596065762805,-212.74246904122265,-194.64103002489213
0.027,0.105,114.35848206903498,4.991100968915488,-212.71696413806995,-194.61552512173944
0.035,0.085,114.35822069430643,4.991623718372586,-212.71644138861285,-194.61500237228233
0.036000000000000004,0.08,114.35091763748903,5.006229832007349,-212.70183527497807,-194.60039625864755
0.03,0.1,114.34275429610622,5.022556514772975,-212.68550859221244,-194.58406957588193
0.006,0.1,114.33605922453538,5.0359466579147,-212.67211844907075,-194.57067943274023
0.037,0.055,114.33561349832064,5.036838110344167,-212.67122699664128,-194.56978798031076
0.01,0.04,114.33144275662414,5.045179593737139,-212.66288551324828,-194.56144649691777
0.013000000000000001,0.035,114.32578601394965,5.056493079086096,-212.6515720278993,-194.5501330115688
0.027,0.03,114.32145576044468,5.065153586096057,-212.64291152088936,-194.54147250455884
0.018000000000000002,0.03,114.3123053489908,5.083454409003844,-212.6246106979816,-194.5231716816511
0.012,0.11,114.30566373243562,5.096737642114186,-212.61132746487124,-194.50988844854072
0.006,0.05,114.30507377961493,5.09791754775555,-212.61014755922986,-194.50870854289934
0.003,0.065,114.30280322632854,5.1024586543283865,-212.60560645265707,-194.50416743632655
0.008,0.105,114.2938461834413,5.120372740102805,-212.5876923668826,-194.4862533505521
0.034,0.04,114.28851777737609,5.13102955223328,-212.57703555475217,-194.47559653842166
0.034,0.09,114.28555456943403,5.136955968117382,-212.57110913886805,-194.46967012253754
0.023,0.11,114.28483652555164,5.138392055882164,-212.56967305110328,-194.46823403477276
0.037,0.075,114.26325482810873,5.181555450767954,-212.52650965621746,-194.42507063988694
0.028,0.03,114.23767544269361,5.232714221598213,-212.47535088538723,-194.3739118690567
0.032,0.035,114.23759197870979,5.23288114956585,-212.47518395741957,-194.37374494108906
0.017,0.03,114.22692116671845,5.2542227735485385,-212.4538423334369,-194.3524033171064
0.004,0.095,114.21755308024032,5.272958946504781,-212.43510616048064,-194.33366714415013
0.003,0.09,114.2086969275615,5.290671251862404,-212.417393855123,-194.3159548387925
0.011,0.11,114.20666423207004,5.294736642845374,-212.41332846414008,-194.31188944780956
0.002,0.075,114.20067154204077,5.306722022903911,-212.40134308408153,-194.29990406775102
0.028,0.105,114.19244580729949,5.32317349238645,-212.38489161459898,-194.28345259826847
0.002,0.08,114.1869048865162,5.334255333953032,-212.3738097730324,-194.2723707567019
0.024,0.11,114.18144393820663,5.345177230572183,-212.36288787641325,-194.26144886008274
0.036000000000000004,0.045,114.17180184066962,5.364461425646223,-212.34360368133923,-194.24216466500872
0.037,0.05,114.16467410341338,5.378716900158673,-212.32934820682675,-194.22790919049623
0.012,0.035,114.16203790216034,5.383989302664751,-212.32407580432067,-194.22263678799015
0.038,0.065,114.15625791993185,5.395549267121761,-212.3125158398637,-194.21107682353318
0.007,0.045,114.14271119530841,5.422642716368598,-212.28542239061682,-194.1839833742863
0.038,0.06,114.14241790829516,5.4232292903951365,-212.28483581659032,-194.1833968002598
0.002,0.07,114.14028075724266,5.427503592500118,-212.28056151448533,-194.1791224981548
0.029,0.03,114.13684941462319,5.434366277739039,-212.27369882924637,-194.17225981291585
0.033,0.095,114.13330614436964,5.441452818246161,-212.26661228873928,-194.16517327240877
0.031,0.1,114.13089417951645,5.446276747952535,-212.2617883590329,-194.16034934270237
0.005,0.1,114.12616861702472,5.45572787293602,-212.25233723404943,-194.15089821771892
0.016,0.03,114.12474901208913,5.458567082807181,-212.24949802417825,-194.14805900784773
0.009000000000000001,0.04,114.12307803972789,5.461909027529653,-212.24615607945577,-194.14471706312526
0.007,0.105,114.12263828483506,5.462788537315298,-212.24527656967012,-194.1438375533396
0.004,0.055,114.11044747012284,5.487170166739737,-212.22089494024567,-194.11945592391515
0.002,0.085,114.09932892278485,5.509407261415713,-212.1986578455697,-194.09721882923918
0.003,0.06,114.0984094966609,5.5112461136636295,-212.1968189933218,-194.0953799769913
0.038,0.07,114.09483795346131,5.518389200062829,-212.18967590692262,-194.0882368905921
0.01,0.11,114.09094977025055,5.526165566484324,-212.1818995405011,-194.08046052417058
0.036000000000000004,0.085,114.07696198269605,5.554141141593336,-212.1539239653921,-194.05248494906158
0.035,0.04,114.07403860434044,5.559987898304534,-212.1480772086809,-194.04663819235037
0.033,0.035,114.06291982101519,5.582225464955064,-212.12583964203037,-194.02440062569985
0.025,0.11,114.06103322549856,5.585998655988286,-212.12206645099712,-194.0206274346666
0.037,0.08,114.0579317676777,5.592201571630005,-212.1158635353554,-194.01442451902489
0.038,0.055,114.05295694235556,5.602151222274285,-212.10591388471113,-194.0044748683806
0.005,0.05,114.0410888182684,5.625887470448598,-212.0821776365368,-193.9807386202063
0.03,0.03,114.01895403122634,5.670157044532753,-212.0379080624527,-193.93646904612217
0.035,0.09,114.01599670110326,5.676071704778916,-212.03199340220652,-193.930554385876
0.029,0.105,114.00930115019924,5.6894628065869535,-212.01860230039847,-193.91716328406795
0.015,0.03,114.0058121031932,5.696440900599064,-212.0116242063864,-193.91018519005587
0.002,0.065,114.00538092491277,5.697303257159891,-212.01076184982554,-193.90932283349503
0.011,0.035,113.98161348207839,5.744838142828684,-211.96322696415677,-193.86178794782626
0.003,0.095,113.96909830530618,5.7698684963730535,-211.93819661061235,-193.83675759428183
0.009000000000000001,0.11,113.95854342094509,5.7909782650952195,-211.91708684189018,-193.81564782555967
0.038,0.075,113.95851538490794,5.791034337169528,-211.91703076981588,-193.81559175348536
0.017,0.115,113.9432336349712,5.821597837043031,-211.8864672699424,-193.78502825361187
0.002,0.09,113.93828835754397,5.831488391897491,-211.87657671508794,-193.77513769875742
0.018000000000000002,0.115,113.9359179989251,5.836229109135191,-211.8718359978502,-193.7703969815197
0.006,0.105,113.93481164417597,5.838441818633517,-211.86962328835193,-193.76818427202141
0.016,0.115,113.93369095069713,5.840683205591168,-211.86738190139425,-193.76594288506374
0.026000000000000002,0.11,113.92358081859143,5.860903469802588,-211.84716163718286,-193.74572262085235
0.037,0.045,113.91739206776259,5.873280971460256,-211.83478413552518,-193.73334511919467
0.019,0.115,113.91172071850531,5.884623669974832,-211.82344143701062,-193.7220024206801
0.015,0.115,113.90731323483587,5.893438637313673,-211.81462646967174,-193.71318745334122
0.032,0.1,113.90185866272864,5.904347781528141,-211.80371732545728,-193.70227830912677
0.004,0.1,113.89970921355953,5.90864667986639,-211.79941842711906,-193.69797941078855
0.008,0.04,113.89810198248225,5.911861142020941,-211.7962039649645,-193.69476494863397
0.001,0.075,113.89754258605981,5.912979934865827,-211.79508517211963,-193.6936461557891
0.006,0.045,113.88992352594312,5.928218055099219,-211.77984705188624,-193.67840803555572
0.001,0.08,113.88917465554539,5.929715795894642,-211.77834931109078,-193.67691029476026
0.038,0.05,113.8875103928265,5.933044321332437,-211.775020785653,-193.67358176932248
0.031,0.03,113.88396561150523,5.940133883974939,-211.76793122301046,-193.66649220667995
0.034,0.095,113.87542290387665,5.9572192992320945,-211.7508458077533,-193.6494067914228
0.034,0.035,113.8710792048148,5.965906697355825,-211.7421584096296,-193.6407193932991
0.02,0.115,113.87061843427472,5.966828238436015,-211.74123686854944,-193.63979785221892
0.014,0.03,113.87013362295505,5.967797861075341,-211.7402672459101,-193.6388282295796
0.014,0.115,113.86412374086231,5.979817625260812,-211.72824748172462,-193.6268084653941
0.023,0.025,113.85451549837003,5.999034110245372,-211.70903099674007,-193.60759198040955
0.022,0.025,113.84804706411674,6.011970978751969,-211.69609412823348,-193.59465511190297
0.039,0.065,113.84526890556367,6.017527295858073,-211.69053781112734,-193.58909879479683
0.024,0.025,113.84406002498685,6.019945057011745,-211.6881200499737,-193.58668103364317
0.036000000000000004,0.04,113.84233910029602,6.023386906393411,-211.68467820059203,-193.58323918426152
0.039,0.06,113.83694832030503,6.034168466375359,-211.67389664061005,-193.57245762427954
0.001,0.07,113.83176385099779,6.044537404989834,-211.66352770199558,-193.56208868566506
0.021,0.025,113.8246781484834,6.058708810018645,-211.6493562969668,-193.54791728063628
0.003,0.055,113.81878191108208,6.070501284821239,-211.63756382216417,-193.53612480583365
0.025,0.025,113.81665718210857,6.0747507427682885,-211.63331436421714,-193.53187534788663
0.021,0.115,113.81258775134955,6.0828896042863265,-211.6251755026991,-193.5237364863686
0.008,0.11,113.80946822324336,6.089128660498725,-211.6189364464867,-193.5174974301562
0.03,0.105,113.80902438947399,6.0900163280374295,-211.61804877894798,-193.51660976261746
0.001,0.085,113.80700813104824,6.094048844888968,-211.61401626209647,-193.51257724576595
0.013000000000000001,0.115,113.80414568705646,6.099773732872531,-211.60829137411292,-193.5068523577824
0.002,0.06,113.79561691212774,6.116831282729955,-211.59123382425548,-193.48979480792497
0.01,0.035,113.78453580068364,6.1389935056181555,-211.56907160136728,-193.46763258503677
0.02,0.025,113.78443214218817,6.139200822609125,-211.56886428437633,-193.46742526804582
0.037,0.085,113.77842116355183,6.151222779881774,-211.55684232710365,-193.45540331077314
0.039,0.07,113.77831842061397,6.151428265757501,-211.55663684122794,-193.45519782489743
0.026000000000000002,0.025,113.77228347221126,6.163498162562913,-211.5445669444225,-193.443127928092
0.027,0.11,113.76906311282667,6.1699388813320715,-211.53812622565334,-193.43668720932283
0.004,0.05,113.76057597505377,6.18691315687788,-211.52115195010754,-193.41971293377702
0.039,0.055,113.75299562513308,6.202073856719286,-211.50599125026616,-193.40455223393565
0.038,0.08,113.7476440420466,6.212777022892229,-211.4952880840932,-193.3938490677627
0.022,0.115,113.73760523933603,6.23285462831334,-211.47521047867207,-193.37377146234155
0.032,0.03,113.73186043840687,6.244344230171665,-211.46372087681374,-193.36228186048322
0.005,0.105,113.73038919215992,6.247286722665603,-211.46077838431984,-193.35933936798932
0.036000000000000004,0.09,113.72917644036389,6.249712226257639,-211.45835288072777,-193.35691386439726
0.012,0.115,113.72740225656523,6.253260593854959,-211.45480451313045,-193.35336549679994
0.019,0.025,113.72733240047381,6.253400306037806,-211.45466480094763,-193.3532257846171
0.013000000000000001,0.03,113.7177367191957,6.272591668594008,-211.4354734383914,-193.33403442206088
0.027,0.025,113.71091536204193,6.286234382901555,-211.42183072408386,-193.32039170775334
0.002,0.095,113.70412452082198,6.299816065341469,-211.40824904164396,-193.30681002531344
0.001,0.065,113.69148690428389,6.325091298417625,-211.38297380856778,-193.28153479223727
0.035,0.035,113.66204630028761,6.383972506410201,-211.32409260057523,-193.2226535842447
0.003,0.1,113.65670387152943,6.394657363926587,-211.31340774305886,-193.21196872672834
0.007,0.04,113.6565375315565,6.394990043872417,-211.313075063113,-193.21163604678247
0.033,0.1,113.65562393333076,6.396817240323935,-211.31124786666152,-193.209808850331
0.018000000000000002,0.025,113.65340224317131,6.4012606206428195,-211.30680448634263,-193.2053654700121
0.001,0.09,113.65138765934591,6.405289788293592,-211.30277531869183,-193.2013363023613
0.038,0.045,113.64570992338881,6.416645260207822,-211.29141984677761,-193.1899808304471
0.023,0.115,113.64564743226728,6.416770242450874,-211.29129486453456,-193.18985584820405
0.007,0.11,113.64374718141872,6.420570744148021,-211.28749436283744,-193.18605534650692
0.039,0.075,113.63645430434866,6.43515649828813,-211.27290860869732,-193.1714695923668
0.011,0.115,113.633916597466,6.440231912053438,-211.267833194932,-193.16639417860148
0.028,0.025,113.63252928255423,6.443006541876982,-211.26505856510846,-193.16361954877794
0.005,0.045,113.62058919066305,6.466886725659304,-211.2411783813261,-193.1397393649956
0.035,0.095,113.60029695302808,6.507471200929261,-211.20059390605616,-193.09915488972564
0.028,0.11,113.59745646765953,6.5131521716663805,-211.19491293531905,-193.09347391898854
0.037,0.04,113.59339535848704,6.521274390011315,-211.1867907169741,-193.08535170064357
0.039,0.05,113.59304612660142,6.521972853782565,-211.18609225320284,-193.08465323687233
0.031,0.105,113.5915917807902,6.524881545405028,-211.1831835615804,-193.08174454524988
0.0,0.075,113.57795649625649,6.552152114472448,-211.15591299251298,-193.05447397618246
0.0,0.08,113.57498321300926,6.558098680966931,-211.14996642601852,-193.048527409688
0.009000000000000001,0.035,113.57082787009608,6.566409366793252,-211.14165574019216,-193.04021672386165
0.017,0.025,113.56266495476268,6.582735197460087,-211.12532990952536,-193.02389089319485
0.033,0.03,113.56261475875843,6.582835589468569,-211.12522951751686,-193.02379050118634
0.012,0.03,113.54864450469515,6.610776097595122,-211.0972890093903,-192.99584999305978
0.029,0.025,113.53710162884511,6.63386184929524,-211.07420325769021,-192.9727642413597
0.024,0.115,113.53669082853978,6.634683449905881,-211.07338165707955,-192.97194264074903
0.01,0.115,113.52371182282772,6.660641461329997,-211.04742364565544,-192.94598462932493
0.04,0.065,113.5169426649334,6.67417977711864,-211.0338853298668,-192.93244631353627
0.04,0.06,113.51414572669614,6.679773653593127,-211.02829145339228,-192.92685243706177
0.002,0.055,113.51063000866029,6.686805089664862,-211.02126001732057,-192.91982100099005
0.004,0.105,113.50939382485586,6.6892774572737,-211.01878764971173,-192.9173486333812
0.0,0.07,113.50679388355533,6.694477339874755,-211.01358776711066,-192.91214875078015
0.0,0.085,113.49822204491412,6.711621017157208,-210.99644408982823,-192.8950050734977
0.001,0.06,113.47635667474876,6.755351757487911,-210.95271334949751,-192.851274333167
0.003,0.05,113.46355806642703,6.7809489741313635,-210.92711613285405,-192.82567711652354
0.038,0.085,113.46257425534912,6.7829165962871665,-210.92514851069825,-192.82370949436773
0.006,0.11,113.46140326498931,6.785258577006778,-210.92280652997863,-192.8213675136481
0.016,0.025,113.4551437844438,6.797777538097813,-210.9102875688876,-192.8088485525571
0.04,0.07,113.44445743552552,6.819150235934396,-210.88891487105104,-192.78747585472053
0.036000000000000004,0.035,113.43579724129333,6.836470624398797,-210.87159448258666,-192.77015546625614
0.04,0.055,113.43570551756864,6.836654071848176,-210.87141103513727,-192.76997201880675
0.037,0.09,113.42506983792339,6.8579254311386695,-210.85013967584678,-192.74870065951626
0.03,0.025,113.42460876009017,6.858847586805105,-210.84921752018033,-192.74777850384982
0.001,0.095,113.42265451114127,6.86275608470288,-210.84530902228255,-192.74387000595203
0.039,0.08,113.42003044677926,6.868004213426923,-210.84006089355853,-192.738621877228
0.025,0.115,113.4107118908496,6.886641325286239,-210.8214237816992,-192.71998476536868
0.029,0.11,113.40873720659474,6.8905906937959465,-210.81747441318947,-192.71603539685896
0.006,0.04,113.39840759893977,6.911249909105866,-210.79681519787954,-192.69537618154902
0.002,0.1,113.39717541382481,6.913714279335805,-210.79435082764962,-192.6929118113191
0.009000000000000001,0.115,113.39681101077363,6.914443085438141,-210.79362202154726,-192.69218300521675
0.034,0.1,113.39216614264916,6.923732821687094,-210.78433228529832,-192.6828932689678
0.034,0.03,113.37620478320287,6.955655540579705,-210.75240956640573,-192.65097055007521
0.011,0.03,113.3628800572545,6.982304992476411,-210.725760114509,-192.62432109817848
0.0,0.065,113.3611438899346,6.98577732711626,-210.7222877798692,-192.62084876353867
0.032,0.105,113.3569795436762,6.994106019633048,-210.7139590873524,-192.6125200710219
0.039,0.045,113.35673142357115,6.994602259843113,-210.7134628471423,-192.61202383081178
0.0,0.09,113.34801757885785,7.012029949269757,-210.6960351577157,-192.59459614138518
0.008,0.035,113.3405126676376,7.027039771710211,-210.6810253352752,-192.57958631894468
0.004,0.045,113.33473103635367,7.038603034278083,-210.66946207270735,-192.56802305637683
0.015,0.025,113.33086194618738,7.046341214610669,-210.66172389237477,-192.56028487604425
0.038,0.04,113.32718343570332,7.053698235578791,-210.65436687140664,-192.55292785507612
0.036000000000000004,0.095,113.30790437470694,7.092256357571554,-210.61580874941387,-192.51436973308336
0.04,0.075,113.2970475402642,7.113970026457048,-210.5940950805284,-192.4926560641979
0.031,0.025,113.29502699947983,7.118011108025753,-210.59005399895966,-192.48861498262914
0.04,0.05,113.28125727991352,7.145550547158393,-210.56251455982704,-192.46107554349652
0.003,0.105,113.27184840376879,7.164368299447854,-210.54369680753757,-192.44225779120706
0.026000000000000002,0.115,113.26768704612894,7.172691014727534,-210.53537409225788,-192.43393507592737
0.017,0.12,113.26571967402901,7.176625758927428,-210.53143934805803,-192.4300003317275
0.005,0.11,113.26245940878115,7.183146289423097,-210.5249188175623,-192.4234798012318
0.016,0.12,113.26172204480588,7.1846210173736615,-210.52344408961176,-192.42200507328124
0.008,0.115,113.2532372045435,7.201590697898425,-210.506474409087,-192.40503539275647
0.018000000000000002,0.12,113.25285479884491,7.202355509295593,-210.50570959768982,-192.4042705813593
0.015,0.12,113.24088520410038,7.226294698784646,-210.48177040820076,-192.38033139187024
0.019,0.12,113.22310409100277,7.261856924979886,-210.44620818200553,-192.34476916567502
0.014,0.12,113.20323240957379,7.301600287837845,-210.40646481914757,-192.30502580281706
0.03,0.11,113.20288161712224,7.302301872740936,-210.4057632342445,-192.30432421791397
