omega_ash,alpha_mu,loglike,chi2,aic,bic
0.02,0.005,110.40731799258401,12.893429121817409,-204.81463598516802,-186.7131969688375
0.023,0.135,110.37527589197248,12.957513323040487,-204.75055178394496,-186.64911276761444
0.005,0.02,110.36524038423758,12.977584338510276,-204.73048076847516,-186.62904175214464
0.029,0.005,110.35268985639965,13.002685394186132,-204.7053797127993,-186.60394069646878
0.008,0.015,110.33492054547611,13.038224016033208,-204.66984109095222,-186.5684020746217
0.019,0.005,110.32888887588442,13.050287355216623,-204.65777775176883,-186.55633873543832
0.008,0.135,110.31624594467277,13.075573217639887,-204.63249188934554,-186.53105287301503
0.012,0.01,110.31552042524592,13.077024256493573,-204.63104085049184,-186.52960183416133
0.039,0.015,110.3140621903706,13.07994072624422,-204.6281243807412,-186.5266853644107
0.029,0.13,110.28900809494874,13.130048917087965,-204.57801618989748,-186.47657717356697
0.003,0.13,110.27214873790052,13.163767631184388,-204.54429747580105,-186.44285845947053
0.0,0.125,110.26842229099788,13.171220524989685,-204.53684458199575,-186.43540556566523
0.03,0.005,110.26169066746479,13.184683772055834,-204.52338133492958,-186.42194231859906
0.024,0.135,110.24395962918746,13.220145848610498,-204.48791925837492,-186.3864802420444
0.018000000000000002,0.005,110.23364568302065,13.240773740944094,-204.4672913660413,-186.3658523497108
0.036000000000000004,0.01,110.23347425590808,13.241116595169272,-204.46694851181616,-186.36550949548564
0.0,0.03,110.22566918474405,13.256726737497338,-204.4513383694881,-186.34989935315758
0.038,0.115,110.21317846649083,13.281708174003779,-204.42635693298166,-186.32491791665115
0.002,0.025,110.2004759038804,13.30711329922461,-204.4009518077608,-186.2995127914303
0.04,0.11,110.19658502793783,13.314895051109769,-204.39317005587566,-186.29173103954514
0.033,0.125,110.18216276913896,13.343739568707528,-204.3643255382779,-186.2628865219474
0.007,0.135,110.17811395788036,13.351837191224696,-204.3562279157607,-186.2547888994302
0.031,0.005,110.15361910869495,13.400826889595507,-204.3072382173899,-186.2057992010594
0.017,0.005,110.1216116820049,13.464841742975663,-204.2432233640098,-186.14178434767928
0.036000000000000004,0.12,110.11103214282844,13.486000821328588,-204.22206428565687,-186.12062526932635
0.011,0.01,110.10851056824237,13.491043970500709,-204.21702113648473,-186.11558212015422
0.025,0.135,110.09560414847914,13.516856810027154,-204.19120829695828,-186.08976928062776
0.007,0.015,110.06679449922078,13.57447610854387,-204.13358899844155,-186.03214998211104
0.03,0.13,110.06073273200852,13.586599642968416,-204.12146546401704,-186.02002644768652
0.004,0.02,110.0528244909276,13.602416125130222,-204.1056489818552,-186.0042099655247
0.002,0.13,110.04551038776097,13.617044331463486,-204.09102077552194,-185.98958175919142
0.04,0.015,110.04046233186102,13.627140443263364,-204.08092466372204,-185.97948564739153
0.032,0.005,110.0284514839611,13.651162139063207,-204.0569029679222,-185.9554639515917
0.006,0.135,110.02333836010385,13.661388386777755,-204.0466767202077,-185.94523770387718
0.037,0.01,110.0170848273346,13.67389545231621,-204.0341696546692,-185.93273063833868
0.016,0.005,109.99281010558457,13.722444895816317,-203.98562021116913,-185.88418119483862
0.026000000000000002,0.135,109.93018585981332,13.847693387358813,-203.86037171962664,-185.75893270329613
0.034,0.125,109.89067379789765,13.926717511190132,-203.7813475957953,-185.67990857946478
0.033,0.005,109.88616406104194,13.935736984901544,-203.77232812208388,-185.67088910575336
0.01,0.01,109.88486775152143,13.938329603942586,-203.76973550304285,-185.66829648671234
0.015,0.14,109.86558216821086,13.976900770563699,-203.73116433642173,-185.6297253200912
0.016,0.14,109.86415286759845,13.979759371788518,-203.7283057351969,-185.62686671886638
0.005,0.135,109.85194210687712,14.004180893231165,-203.70388421375424,-185.60244519742372
0.014,0.14,109.85017876322584,14.007707580533726,-203.70035752645168,-185.59891851012117
0.015,0.005,109.8472641513053,14.013536804374844,-203.6945283026106,-185.59308928628008
0.039,0.115,109.8463952917547,14.015274523476027,-203.6927905835094,-185.5913515671789
0.017,0.14,109.84586758694314,14.016329933099115,-203.6917351738863,-185.59029615755577
0.001,0.025,109.84396260492144,14.020139897142528,-203.6879252098429,-185.58648619351237
0.013000000000000001,0.14,109.81796589186692,14.072133323251599,-203.63593178373384,-185.53449276740332
0.031,0.13,109.81528032584498,14.077504455295447,-203.63056065168996,-185.52912163535945
0.018000000000000002,0.14,109.810703016514,14.08665907395744,-203.621406033028,-185.51996701669748
0.001,0.13,109.8023469946452,14.103371117695023,-203.6046939892904,-185.5032549729599
0.038,0.01,109.78345224441347,14.14116061815852,-203.56690448882694,-185.46546547249642
0.006,0.015,109.78212321866303,14.14381866965937,-203.56424643732606,-185.46280742099555
0.037,0.12,109.77330666504236,14.161451776900693,-203.5466133300847,-185.4451743137542
0.012,0.14,109.7689667581972,14.170131590591042,-203.5379335163944,-185.43649450006387
0.019,0.14,109.7586358112321,14.190793484521222,-203.5172716224642,-185.41583260613368
0.027,0.135,109.74768113730562,14.21270283237421,-203.49536227461124,-185.39392325828072
0.034,0.005,109.72673307155932,14.25459896386677,-203.45346614311865,-185.35202712678813
0.003,0.02,109.72392780450869,14.260209497968068,-203.44785560901738,-185.34641659268686
0.011,0.14,109.70320453118319,14.301656044619033,-203.40640906236638,-185.30497004603586
0.02,0.14,109.68964259060795,14.328779925769549,-203.3792851812159,-185.27784616488537
0.014,0.005,109.68499698157362,14.338071143838189,-203.36999396314724,-185.26855494681672
0.004,0.135,109.663948119075,14.380168868835451,-203.32789623815,-185.2264572218195
0.009000000000000001,0.01,109.64461496679658,14.418835173392257,-203.28922993359316,-185.18779091726265
0.01,0.14,109.62070234475584,14.466660417473719,-203.24140468951168,-185.13996567318117
0.021,0.14,109.60369993867769,14.500665229630055,-203.20739987735539,-185.10596086102487
0.035,0.125,109.58191662467698,14.544231857631452,-203.16383324935396,-185.06239423302344
0.032,0.13,109.55262707464166,14.602810957702086,-203.10525414928333,-185.0038151329528
0.035,0.005,109.55013471091343,14.607795685158553,-203.10026942182685,-184.99883040549634
0.028,0.135,109.54806631915778,14.611932468669881,-203.09613263831557,-184.99469362198505
0.0,0.13,109.5426813372853,14.622702432414828,-203.0853626745706,-184.9839236582401
0.039,0.01,109.53255255279367,14.642960001398082,-203.06510510558735,-184.96366608925683
0.024,0.0,109.53132385626955,14.645417394446318,-203.0626477125391,-184.9612086962086
0.025,0.0,109.53065579009322,14.646753526798964,-203.06131158018644,-184.95987256385592
0.009000000000000001,0.14,109.5214832978734,14.665098511238622,-203.0429665957468,-184.9415275794163
0.023,0.0,109.51506506650608,14.677934973973265,-203.03013013301216,-184.92869111668165
0.026000000000000002,0.0,109.51303739119132,14.681990324602804,-203.02607478238264,-184.92463576605212
0.013000000000000001,0.005,109.50603172371933,14.696001659546774,-203.01206344743866,-184.91062443110815
0.022,0.14,109.50078440393997,14.706496299105483,-203.00156880787995,-184.90012979154943
0.022,0.0,109.48190286195032,14.744259383084813,-202.96380572390063,-184.86236670757012
0.005,0.015,109.48092956085182,14.746205985281783,-202.96185912170364,-184.86042010537312
0.027,0.0,109.4784451470762,14.751174812833014,-202.9568902941524,-184.85545127782189
0.0,0.025,109.47103266312118,14.76599978074306,-202.94206532624236,-184.84062630991184
0.04,0.115,109.46223239580848,14.783600315368458,-202.92446479161697,-184.82302577528645
0.003,0.135,109.45937928297613,14.789306541033188,-202.91875856595226,-184.81731954962174
0.021,0.0,109.43186064817468,14.8443438106361,-202.86372129634935,-184.76228228001884
0.028,0.0,109.426855509494,14.854354087997415,-202.853711018988,-184.7522720026575
0.038,0.12,109.41824532135703,14.871574464271356,-202.83649064271407,-184.73505162638355
0.008,0.14,109.40557045458351,14.896924197818421,-202.81114090916702,-184.7097018928365
0.008,0.01,109.38777517100979,14.932514764965847,-202.77555034201959,-184.67411132568907
0.023,0.14,109.38087249929305,14.946320108399352,-202.7617449985861,-184.66030598225558
0.002,0.02,109.37857308266064,14.95091894166414,-202.75714616532127,-184.65570714899076
0.02,0.0,109.36496179524022,14.978141516504966,-202.72992359048044,-184.62848457414992
0.029,0.0,109.3582448943614,14.9915753182626,-202.7164897887228,-184.6150507723923
0.036000000000000004,0.005,109.35634513821802,14.995374830549386,-202.71269027643604,-184.61125126010552
0.029,0.135,109.33131770759337,15.045429691798699,-202.66263541518674,-184.56119639885623
0.012,0.005,109.31039147005782,15.08728216686977,-202.62078294011565,-184.51934392378513
0.019,0.0,109.28122963775971,15.145605831466039,-202.56245927551942,-184.4610202591889
0.007,0.14,109.27298684408515,15.162091418815137,-202.5459736881703,-184.4445346718398
0.033,0.13,109.27274914035107,15.16256682628329,-202.54549828070213,-184.44405926437162
0.03,0.0,109.27258968170105,15.162885743583336,-202.5451793634021,-184.44374034707158
0.04,0.01,109.26436176157117,15.179341583843085,-202.52872352314233,-184.42728450681182
0.036000000000000004,0.125,109.25586730664813,15.196330493689201,-202.51173461329626,-184.41029559696574
0.024,0.14,109.24394070197081,15.220183703043809,-202.48788140394163,-184.3864423876111
0.002,0.135,109.23825845032263,15.23154820634019,-202.47651690064527,-184.37507788431475
0.018000000000000002,0.0,109.18068747496082,15.346690157063808,-202.36137494992164,-184.25993593359112
0.031,0.0,109.16986621557766,15.368332675830132,-202.3397324311553,-184.2382934148248
0.004,0.015,109.16323634830488,15.38159241037565,-202.32647269660976,-184.22503368027924
0.037,0.005,109.1453404762348,15.417384154515823,-202.2906809524696,-184.18924193613907
0.006,0.14,109.1237554607898,15.460554185405858,-202.2475109215796,-184.14607190524907
0.007,0.01,109.11437128639326,15.47932253419892,-202.22874257278653,-184.127303556456
0.011,0.005,109.09809927795234,15.511866551080757,-202.1961985559047,-184.09475953957417
0.03,0.135,109.09741156879323,15.513241969398958,-202.19482313758647,-184.09338412125595
0.025,0.14,109.08996545347935,15.528134200026713,-202.1799309069587,-184.0784918906282
0.017,0.0,109.06335857074939,15.58134796548665,-202.12671714149877,-184.02527812516826
0.032,0.0,109.05005080403353,15.60796349891839,-202.10010160806706,-183.99866259173655
0.039,0.12,109.04582406360367,15.61641697977809,-202.09164812720735,-183.99020911087683
0.001,0.02,109.01678304871183,15.67449900956176,-202.03356609742366,-183.93212708109314
0.001,0.135,109.00060843838321,15.706848230218991,-202.00121687676642,-183.8997778604359
0.034,0.13,108.97562264863072,15.756819809723966,-201.95124529726144,-183.84980628093092
0.005,0.14,108.95789926438448,15.792266578216477,-201.91579852876896,-183.81435951243844
0.016,0.0,108.92926615377186,15.849532799441715,-201.85853230754373,-183.7570932912132
0.026000000000000002,0.14,108.91892315953316,15.870218787919123,-201.83784631906633,-183.7364073027358
0.038,0.005,108.9170968113097,15.873871484366038,-201.8341936226194,-183.7327546062889
0.033,0.0,108.91311971902417,15.881825668937115,-201.82623943804833,-183.72480042171782
0.037,0.125,108.91250186449602,15.88306137799337,-201.82500372899204,-183.72356471266153
0.01,0.005,108.86917816987622,15.969708767233005,-201.73835633975244,-183.63691732342193
0.031,0.135,108.84632413283154,16.015416841322374,-201.69264826566308,-183.59120924933256
0.003,0.015,108.82906636907137,16.049932368842683,-201.65813273814274,-183.55669372181222
0.006,0.01,108.82442620053084,16.05921270592375,-201.64885240106167,-183.54741338473116
0.015,0.0,108.77843341747814,16.15119827202914,-201.55686683495628,-183.45542781862576
0.004,0.14,108.7754411798916,16.157182747202246,-201.5508823597832,-183.44944334345269
0.034,0.0,108.75904919635371,16.189966714277986,-201.51809839270743,-183.4166593763769
0.0,0.135,108.7464520300125,16.215161046960414,-201.492904060025,-183.3914650436945
0.027,0.14,108.73079018999093,16.2464847270036,-201.46158037998185,-183.36014136365134
0.039,0.005,108.67159019330606,16.36488472037332,-201.34318038661212,-183.2417413702816
0.035,0.13,108.66122368877714,16.385617729431154,-201.32244737755428,-183.22100836122377
0.04,0.12,108.65601880693708,16.39602749311127,-201.31203761387417,-183.21059859754365
0.0,0.02,108.63858039169818,16.430904323589083,-201.27716078339637,-183.17572176706585
0.009000000000000001,0.005,108.62365113347471,16.46076284003601,-201.24730226694942,-183.1458632506189
0.014,0.0,108.61088352018447,16.48629806661648,-201.22176704036895,-183.12032802403843
0.035,0.0,108.58781543561011,16.532434235765184,-201.17563087122022,-183.0741918548897
0.032,0.135,108.57803159361083,16.552001919763775,-201.15606318722166,-183.05462417089115
0.003,0.14,108.5764040977322,16.55525691152102,-201.1528081954644,-183.05136917913387
0.038,0.125,108.55179628235612,16.60447254227318,-201.10359256471224,-183.00215354838173
0.028,0.14,108.52554287879204,16.656979349401357,-201.05108575758408,-182.94964674125356
0.005,0.01,108.51796276642006,16.672139574145305,-201.0359255328401,-182.9344865165096
0.002,0.015,108.47844237679107,16.751180353403317,-200.95688475358213,-182.8554457372516
0.013000000000000001,0.0,108.4266395851356,16.85478593671424,-200.8532791702712,-182.7518401539407
0.04,0.005,108.40879663553977,16.8904718359059,-200.81759327107955,-182.71615425474903
0.036000000000000004,0.0,108.39939460010038,16.909275906784647,-200.79878920020076,-182.69735018387024
0.008,0.005,108.36154112162686,16.98498286373174,-200.7230822432537,-182.6216432269232
0.002,0.14,108.36081087378537,16.986443359414714,-200.72162174757074,-182.62018273124022
0.036000000000000004,0.13,108.32952831366208,17.049008479661257,-200.65905662732416,-182.55761761099365
0.029,0.14,108.30315752389205,17.101750059201336,-200.6063150477841,-182.5048760314536
0.033,0.135,108.2925101087973,17.123044889390826,-200.5850202175946,-182.4835812012641
0.012,0.0,108.2257247005673,17.256615705850805,-200.4514494011346,-182.35001038480408
0.004,0.01,108.19500380253245,17.31805750192052,-200.3900076050649,-182.2885685887344
0.037,0.0,108.19376281678504,17.320539473415366,-200.38752563357008,-182.28608661723956
0.039,0.125,108.1737265077474,17.360612091490626,-200.3474530154948,-182.2460139991643
0.001,0.14,108.1286843294514,17.45069644808261,-200.2573686589028,-182.1559296425723
0.001,0.015,108.11138709075749,17.485290925470448,-200.22277418151498,-182.12133516518446
0.007,0.005,108.08287105250727,17.542323001970882,-200.16574210501454,-182.06430308868403
0.03,0.14,108.06361038719822,17.58084433258898,-200.12722077439645,-182.02578175806593
0.011,0.0,108.00816191976841,17.691741267448627,-200.01632383953682,-181.9148848232063
0.034,0.135,107.98973579975646,17.728593507472507,-199.97947159951292,-181.8780325831824
0.037,0.13,107.98051253966565,17.74704002765415,-199.9610250793313,-181.8595860630008
0.038,0.0,107.97089617621421,17.766272754557015,-199.94179235242842,-181.8403533360979
0.0,0.14,107.88004725171123,17.947970603562982,-199.76009450342247,-181.65865548709195
0.003,0.01,107.8555720928762,17.996920921233027,-199.7111441857524,-181.6097051694219
0.031,0.14,107.80687769450557,18.094309717974266,-199.61375538901115,-181.51231637268063
0.006,0.005,107.78766380964743,18.132737487690555,-199.57532761929485,-181.47388860296434
0.04,0.125,107.77826845150676,18.151528203971893,-199.55653690301352,-181.455097886683
0.01,0.0,107.77397426114317,18.160116584699068,-199.54794852228633,-181.44650950595582
0.039,0.0,107.73077073246114,18.24652364206317,-199.46154146492228,-181.36010244859176
0.0,0.015,107.72792319597704,18.252218715031358,-199.45584639195408,-181.35440737562357
0.035,0.135,107.66968475148715,18.36869560401111,-199.3393695029743,-181.2379304866438
0.038,0.13,107.61415234661266,18.47976041376013,-199.2283046932253,-181.1268656768948
0.032,0.14,107.53293563543207,18.642193836121297,-199.06587127086414,-180.96443225453362
0.009000000000000001,0.0,107.52318470827316,18.661695690439128,-199.04636941654633,-180.9449304002158
0.002,0.01,107.49969038705541,18.70868433287464,-198.99938077411082,-180.8979417577803
0.005,0.005,107.47594224199781,18.756180622989795,-198.95188448399563,-180.8504454676651
0.04,0.0,107.47336250305702,18.7613401008714,-198.94672500611404,-180.84528598978352
0.036000000000000004,0.135,107.33233301255794,19.043399081869577,-198.66466602511588,-180.56322700878536
0.008,0.0,107.25581620997883,19.19643268702774,-198.51163241995766,-180.41019340362715
0.033,0.14,107.24176036335345,19.22454438027854,-198.4835207267069,-180.38208171037638
0.039,0.13,107.23042367770586,19.247217751573736,-198.46084735541172,-180.3594083390812
0.004,0.005,107.14772916398809,19.41260677900927,-198.29545832797618,-180.19401931164566
0.001,0.01,107.12738140033312,19.453302306319202,-198.25476280066624,-180.15332378433573
0.037,0.135,106.97765659503995,19.752751916905527,-197.9553131900799,-179.85387417374938
0.007,0.0,106.97189168038167,19.76428174622209,-197.94378336076335,-179.84234434443283
0.034,0.14,106.93332799533931,19.841409116306828,-197.86665599067862,-179.7652169743481
0.04,0.13,106.82930243946029,20.049460228064824,-197.65860487892058,-179.55716586259007
0.003,0.005,106.80304735558985,20.101970395805697,-197.6060947111797,-179.5046556948492
0.0,0.01,106.73866781369051,20.230729479604406,-197.47733562738102,-179.3758966110505
0.006,0.0,106.6714339989652,20.36519710905504,-197.3428679979304,-179.24142898159988
0.035,0.14,106.60761461208696,20.49283588281148,-197.21522922417392,-179.1137902078434
0.038,0.135,106.60563147444358,20.496802158098276,-197.21126294888717,-179.10982393255665
0.002,0.005,106.44191956237597,20.82422598223347,-196.88383912475194,-178.78240010842143
0.005,0.0,106.3544660106372,20.999133085711037,-196.7089320212744,-178.60749300494388
0.036000000000000004,0.14,106.26459625785782,21.178872591269794,-196.52919251571564,-178.42775349938512
0.039,0.135,106.21623358965135,21.2755979276827,-196.4324671793027,-178.3310281629722
0.001,0.005,106.06436849558332,21.57932811581877,-196.12873699116665,-178.02729797483613
0.004,0.0,106.02101052578996,21.66604405540553,-196.04202105157992,-177.9405820352494
0.037,0.14,105.90424894041027,21.899567226164898,-195.80849788082054,-177.70705886449002
0.04,0.135,105.80943884285253,22.08918742128035,-195.61887768570506,-177.51743866937454
0.003,0.0,105.67109032036291,22.365884466259608,-195.34218064072581,-177.2407416243953
0.0,0.005,105.67041683217221,22.367231442641028,-195.34083366434442,-177.2393946480139
0.038,0.14,105.5265486309361,22.654967845113227,-195.0530972618722,-176.9516582455417
0.002,0.0,105.30472813590191,23.098608835181622,-194.60945627180382,-176.5080172554733
0.039,0.14,105.13147126399392,23.445122578997623,-194.26294252798783,-176.16150351165732
0.001,0.0,104.92194667962221,23.86417174774102,-193.84389335924442,-175.7424543429139
0.04,0.14,104.7189927374431,24.270079632099232,-193.4379854748862,-175.3365464585557
0.0,0.0,104.52276862446757,24.662527858050293,-193.04553724893515,-174.94409823260463
